Data_Venda;Produto;Categoria_Produto;Regiao;Canais_Venda;Quantidade;Preco_Unitario;Desconto;Cliente_ID;Cliente_Idade;Cliente_Sexo;Frequencia_Compra;Satisfacao_Cliente;Retorno;NPS;Acoes_Realizadas;KPI_Chave;Receita;Custo;Lucro_Bruto
2024-07-23;Month;Cosméticos;Centro-Oeste;Loja Física;14;89.6;0.29;7c6d74a8-44ee-4071-9745-ef5a2e0885fc;19;F;5;1;1;4;Recuperação de Devolução;CAC;890.6239999999999;699.4535420328837;191.17045796711625
2024-06-24;Certainly;Brinquedos;Norte;Online;6;49.97;0.01;e1dafdd8-ea09-4bb2-8187-715f7baf204d;57;F;7;1;0;6;Cross-Sell;Receita por Cliente;296.8218;212.07762163534255;84.74417836465742
2024-10-19;Pretty;Livros;Sul;Online;17;261.46;0.07;cfa88592-0055-4e42-ab49-6a3bf26ce972;61;M;1;4;0;5;Cross-Sell;Receita por Cliente;4133.682599999999;2585.2044077562773;1548.478192243722
2024-09-19;Trouble;Cosméticos;Centro-Oeste;Online;15;118.45;0.03;a7838837-3c74-4bc2-8504-644fa5dc7c7b;31;M;8;5;0;8;Recuperação de Devolução;Taxa de Retenção;1723.4475;1305.8842136045569;417.56328639544313
2024-03-19;Recently;Livros;Centro-Oeste;Loja Física;6;123.84;0.25;b9ab308f-be2b-4272-ba37-e212a78c1cda;54;M;9;1;0;5;Promoção;Taxa de Retenção;557.28;420.70895880593;136.57104119406995
2024-02-16;My;Cosméticos;Norte;Loja Física;2;267.7;0.3;cd84344b-aef4-42a7-9821-6f30e31b9123;51;F;6;1;0;5;Promoção;Receita por Cliente;374.78;255.1959277087913;119.58407229120866
2024-07-12;Though;Eletrônicos;Centro-Oeste;Loja Física;6;254.28;0.05;b9c3a78f-c8d3-4cee-9370-c51fd8e2ba4c;30;F;5;4;0;8;Recuperação de Devolução;Receita por Cliente;1449.396;1025.9965924135754;423.39940758642456
2024-06-03;Significant;Cosméticos;Nordeste;Loja Física;7;464.7;0.23;c2de5950-0b2f-42ef-ac09-59b82924b159;34;F;4;1;0;8;Fidelidade;CAC;2504.733;1715.684999426726;789.0480005732743
2024-04-09;Scene;Livros;Norte;Online;13;256.69;0.09;a8936bd3-86a2-4efb-baf0-cf69bd2098c6;23;M;6;5;0;5;Cross-Sell;CAC;3036.6427;1958.1756767718605;1078.4670232281396
2024-03-21;Choose;Cosméticos;Nordeste;Online;11;106.22;0.1;d545de36-2a36-4435-ada0-4e30ff741d1c;51;M;9;3;1;1;Up-Sell;Taxa de Retenção;1051.5780000000002;791.4011373615438;260.17686263845644
2024-09-05;Base;Moda;Norte;Loja Física;15;23.27;0.28;af58e381-49ac-4f36-b202-054f62a10ce2;49;F;4;1;1;2;Fidelidade;CAC;251.316;188.20728661390504;63.10871338609496
2024-01-17;Girl;Moda;Centro-Oeste;Loja Física;9;51.25;0.21;36890df9-7bd3-4c4b-948c-52c8e0f24eb3;26;M;8;2;0;0;Recuperação de Devolução;Receita por Cliente;364.3875;265.7883157629669;98.59918423703311
2024-03-24;Economy;Moda;Norte;Loja Física;8;215.73;0.24;7448f798-b50a-476c-86fc-cff0e9e4f06c;51;F;7;1;0;8;Cross-Sell;CAC;1311.6384;906.5101528010554;405.1282471989447
2024-08-30;Though;Moda;Sudeste;Loja Física;14;263.39;0.14;d36d8076-998b-4e1c-9f81-fca3ffb1c2c9;18;M;4;3;0;7;Recuperação de Devolução;Taxa de Retenção;3171.2156;2197.529388360935;973.6862116390648
2024-02-26;Them;Livros;Norte;Loja Física;6;326.78;0.1;9c8fe812-2c64-4b82-abbe-bd4ff9e590e4;50;F;2;4;1;8;Up-Sell;CAC;1764.612;1164.0947192523115;600.5172807476881
2024-02-10;Tend;Alimentos;Nordeste;Loja Física;16;240.89;0.04;53e82886-9411-423a-90b4-17eb7111f1d1;49;M;6;4;0;6;Fidelidade;CAC;3700.0704;2416.6821784108897;1283.38822158911
2024-03-17;Control;Alimentos;Nordeste;Loja Física;11;332.52;0.19;c4fa9dd1-9160-4261-ae10-7e22fa7199d6;20;F;3;3;0;5;Cross-Sell;Receita por Cliente;2962.7532;2280.710464528577;682.0427354714229
2024-06-27;Employee;Moda;Nordeste;Online;4;10.35;0.2;24e2e13a-a0e5-4d8c-9d75-24bcdd82016d;60;M;7;4;0;9;Cross-Sell;CAC;33.12;25.564494849269003;7.555505150730994
2024-05-26;Young;Alimentos;Norte;Online;11;17.24;0.28;3cbafcaa-6435-40a0-adf5-e2aa832cb6a7;45;F;9;1;0;4;Up-Sell;CAC;136.5408;82.34352038221283;54.19727961778716
2024-05-20;Age;Moda;Centro-Oeste;Loja Física;19;403.34;0.04;3d992624-4b93-48d9-a188-0ea05e5ecd0a;34;F;2;5;0;9;Recuperação de Devolução;Receita por Cliente;7356.921599999999;5472.970455349426;1883.951144650573
2024-07-31;Sure;Brinquedos;Nordeste;Loja Física;4;310.71;0.22;3de674fe-f66b-42a9-8142-452b361c57ab;41;M;6;1;0;6;Up-Sell;CAC;969.4152;645.6154223672132;323.7997776327867
2024-02-28;War;Livros;Sudeste;Loja Física;15;380.31;0.16;ed825ea8-dda9-402a-964f-bdde895585be;20;F;8;5;0;2;Fidelidade;Taxa de Retenção;4791.906;3756.228810469256;1035.6771895307445
2024-02-10;Concern;Alimentos;Centro-Oeste;Loja Física;19;195.42;0.14;749df1ff-f13a-4049-9f3f-a533e28cfc3c;25;F;7;2;0;1;Cross-Sell;CAC;3193.1628;2070.5234932485064;1122.6393067514932
2024-08-19;Situation;Moda;Sul;Loja Física;6;304.46;0.23;9fbd4b9f-5675-4682-996d-66423cf87ff0;55;F;5;3;1;2;Recuperação de Devolução;Taxa de Retenção;1406.6051999999995;938.3190798967568;468.286120103243
2024-07-08;Store;Moda;Sudeste;Loja Física;5;239.89;0.18;3e5aed83-5272-4246-a57e-a412a2157489;63;F;4;3;1;8;Fidelidade;Receita por Cliente;983.549;737.1377336812803;246.41126631871964
2024-02-27;This;Eletrônicos;Sul;Loja Física;18;365.4;0.03;41b72448-c286-4234-9815-80dc24d878a1;38;M;9;1;0;8;Promoção;Taxa de Retenção;6379.884;3922.4794643425903;2457.4045356574097
2024-08-06;Return;Moda;Norte;Online;6;57.85;0.13;b4642bad-8959-4298-ac48-1f988ce67bdc;18;F;8;4;0;4;Promoção;Taxa de Retenção;301.97700000000003;223.94850144804448;78.02849855195555
2024-06-06;Option;Brinquedos;Nordeste;Online;4;67.57;0.3;e4c80a29-1d5f-4dfc-98b0-b4d7b5e16e19;25;M;5;3;0;6;Up-Sell;Taxa de Retenção;189.196;139.0469069448663;50.1490930551337
2024-09-04;Concern;Livros;Centro-Oeste;Loja Física;6;408.48;0.23;346eba31-7ad5-4f81-b267-8417ec023a99;43;F;8;5;0;9;Cross-Sell;CAC;1887.1776;1247.055128007593;640.1224719924071
2024-09-21;Serious;Alimentos;Nordeste;Online;9;61.63;0.23;5ba1cdb6-99ae-49de-ae78-33c5b11bb2df;42;M;8;4;0;9;Promoção;Receita por Cliente;427.0959000000001;317.14171074310235;109.95418925689772
2024-06-13;Bar;Moda;Nordeste;Loja Física;5;482.61;0.28;cd59bece-b5bc-4583-bfc3-4af19af08b9a;19;F;5;5;0;2;Cross-Sell;CAC;1737.396;1356.1851538884664;381.2108461115336
2024-07-21;Late;Eletrônicos;Sudeste;Online;18;359.19;0.22;e79d1be2-7f29-486c-8a73-0eaa16bb4fb0;53;F;7;3;1;4;Up-Sell;CAC;5043.0276;3836.676113009637;1206.3514869903638
2024-07-11;Within;Livros;Norte;Loja Física;2;266.76;0.25;45ffa36b-63c2-423d-8b32-bc8635d5870d;48;M;3;5;1;4;Recuperação de Devolução;CAC;400.14;281.5258869972852;118.61411300271482
2024-09-20;Treatment;Brinquedos;Nordeste;Loja Física;19;444.2;0.12;d813a70f-5a9c-40b5-b3b8-87d38301c5b9;52;F;8;2;1;5;Promoção;Taxa de Retenção;7427.023999999999;4652.949584508944;2774.074415491056
2024-05-05;Piece;Brinquedos;Nordeste;Online;2;433.03;0.12;054f0566-bb1a-48e2-90b9-1e51681e5658;46;M;4;5;0;5;Promoção;Receita por Cliente;762.1328;593.2958797127175;168.8369202872825
2024-07-12;Body;Brinquedos;Sudeste;Loja Física;15;389.96;0.29;326ea68d-f4e3-4152-b12c-d4340b177efd;52;M;1;1;0;5;Up-Sell;CAC;4153.074;2898.6114846008963;1254.4625153991033
2024-07-12;Pressure;Moda;Norte;Online;18;400.67;0.23;d8ce8d9a-29de-476a-94ce-14b39a9a56bc;39;F;8;2;0;7;Promoção;Receita por Cliente;5553.2862000000005;3784.983850895881;1768.3023491041197
2024-09-03;Production;Alimentos;Norte;Online;8;392.93;0.14;4037fffa-14b8-417e-b555-5ded8ea5e386;41;F;6;1;1;3;Up-Sell;Receita por Cliente;2703.3584;1918.16967128245;785.18872871755
2024-09-17;Lot;Livros;Sul;Online;12;289.16;0.15;7c8765b6-b04a-4620-89ab-05a8806094aa;35;F;8;5;0;9;Promoção;Taxa de Retenção;2949.432;1895.628040145382;1053.8039598546177
2024-03-19;See;Moda;Sul;Online;15;366.16;0.0;d9371f2a-506e-4fc6-905d-2cb96b76911f;23;F;1;4;0;1;Promoção;CAC;5492.400000000001;3664.7392630208046;1827.660736979196
2024-07-29;Citizen;Cosméticos;Norte;Online;17;234.0;0.07;b334ebbc-ef6e-4981-be23-bd25ac788719;21;F;4;1;0;0;Fidelidade;Receita por Cliente;3699.54;2763.930435342584;935.6095646574158
2024-08-24;Possible;Brinquedos;Nordeste;Loja Física;2;403.09;0.14;0df099c5-62a7-4dc7-b273-38fcdfa69923;43;F;2;4;0;7;Promoção;CAC;693.3148;494.12190570159015;199.19289429840984
2024-03-25;Play;Alimentos;Nordeste;Loja Física;18;374.33;0.09;e47e3d10-1d72-40fe-aa28-9858dd07edc6;39;F;1;2;0;0;Recuperação de Devolução;CAC;6131.5254;4613.70167251303;1517.8237274869698
2024-01-04;Amount;Brinquedos;Sudeste;Loja Física;13;434.48;0.29;28e2f201-fbb2-4429-95ab-42c50f08502e;24;M;9;5;0;6;Cross-Sell;CAC;4010.2504;3017.2840100249346;992.9663899750648
2024-05-12;Entire;Moda;Centro-Oeste;Loja Física;15;464.47;0.03;b85f2ec4-9d6f-41b5-8420-e63bc34dfc64;37;F;3;4;0;7;Fidelidade;Receita por Cliente;6758.0385;5073.366817561746;1684.6716824382538
2024-10-01;Grow;Alimentos;Sul;Loja Física;1;16.68;0.15;8c46e2bc-4f12-40d5-b028-dab48f0c417a;40;M;5;1;0;1;Fidelidade;Taxa de Retenção;14.178;8.915661247050995;5.262338752949004
2024-10-17;Sure;Eletrônicos;Nordeste;Online;3;245.41;0.0;ea8760aa-da4d-4a76-aa34-bfb4e62a3fb5;41;M;4;3;0;6;Fidelidade;Receita por Cliente;736.23;537.4775628758525;198.7524371241475
2024-05-03;Sing;Eletrônicos;Norte;Online;15;459.4;0.08;f230400a-386b-41c0-9ffe-6c117b51aca6;39;M;6;2;0;8;Up-Sell;Taxa de Retenção;6339.72;4412.673254910875;1927.0467450891256
2024-05-04;Significant;Brinquedos;Sul;Loja Física;19;93.27;0.07;148680de-b9e7-49c6-96f4-8941ad283c0d;30;M;4;2;1;2;Cross-Sell;Taxa de Retenção;1648.0808999999997;1009.3147225178692;638.7661774821305
2024-01-14;However;Moda;Sul;Online;12;29.22;0.18;a0ce5b5f-ca56-4921-b942-2f1efed97f9e;40;F;5;4;0;2;Recuperação de Devolução;Receita por Cliente;287.5248;220.53461436119235;66.9901856388077
2024-07-22;Agreement;Moda;Centro-Oeste;Loja Física;10;220.77;0.27;047cd56e-fd6c-4364-8191-cbeb175bf448;28;F;4;2;0;5;Recuperação de Devolução;Receita por Cliente;1611.621;1037.7921178976446;573.8288821023555
2024-02-27;Process;Livros;Sudeste;Online;15;221.31;0.17;835875c3-9520-49e4-a8fc-f210dac15a07;32;F;4;5;0;5;Up-Sell;CAC;2755.3095;1660.3165937750528;1094.992906224947
2024-04-09;Work;Cosméticos;Nordeste;Loja Física;1;270.29;0.19;d112460c-bba1-4642-b4a8-bcd354b7e75b;62;F;8;2;0;3;Cross-Sell;Taxa de Retenção;218.93490000000003;159.53509807855326;59.399801921446766
2024-08-22;Visit;Brinquedos;Sudeste;Loja Física;13;240.62;0.08;e6b0643c-1884-47d8-be9f-9ff698bc2c7a;59;F;7;5;0;8;Up-Sell;Receita por Cliente;2877.8152;1825.74657670978;1052.06862329022
2024-10-31;Although;Alimentos;Sudeste;Online;10;352.02;0.09;0a8f541d-052b-4051-bc24-1ca590425d14;23;M;5;2;0;1;Cross-Sell;Taxa de Retenção;3203.382;1961.5632090052832;1241.818790994717
2024-03-01;Model;Eletrônicos;Sul;Loja Física;19;275.49;0.15;eee05fb7-d2d6-440d-9871-1121c9e8060c;57;F;9;5;0;6;Fidelidade;Taxa de Retenção;4449.163500000001;3500.3980138117618;948.7654861882388
2024-05-27;Behind;Cosméticos;Sul;Loja Física;5;275.75;0.17;d0d65fdd-176b-4101-8fe5-143bbae8d99f;69;F;9;1;0;4;Recuperação de Devolução;Receita por Cliente;1144.3625;720.6001681017333;423.76233189826667
2024-08-14;Help;Eletrônicos;Norte;Online;8;336.93;0.16;b5b46896-6432-4fe8-9ecc-ac5b968d4f41;28;M;2;1;0;2;Cross-Sell;Taxa de Retenção;2264.1696;1593.997737439579;670.1718625604212
2024-04-24;Final;Alimentos;Nordeste;Online;4;265.97;0.08;93658891-e460-4a02-85ac-c61220de5de4;44;M;2;2;0;9;Cross-Sell;Receita por Cliente;978.7696000000002;659.1620361260453;319.60756387395486
2024-10-05;Remain;Brinquedos;Nordeste;Loja Física;17;40.44;0.04;9c7221e4-ec1a-48a3-ad51-fa2bf13a2ff3;44;F;6;2;0;5;Cross-Sell;Receita por Cliente;659.9808;401.8940671099728;258.08673289002724
2024-10-01;City;Alimentos;Sudeste;Loja Física;13;407.52;0.11;e195f855-dd4b-4f7e-b559-ddc787fde43c;37;M;1;2;0;7;Promoção;Receita por Cliente;4715.0064;3125.4398463152475;1589.5665536847528
2024-07-01;Low;Alimentos;Centro-Oeste;Online;6;150.36;0.24;28a3938c-4ba4-45e2-8718-e12c32a564ff;64;M;5;5;0;6;Promoção;CAC;685.6416;459.444375331818;226.1972246681821
2024-01-26;Eat;Brinquedos;Sul;Loja Física;14;451.81;0.18;f3807543-9722-4f90-af07-3516e8a14cd3;34;F;7;3;0;1;Cross-Sell;CAC;5186.778800000001;3623.937706788348;1562.841093211653
2024-02-02;Movement;Livros;Norte;Online;17;324.69;0.05;e03cc361-214e-40ee-a30c-2ebd39dc2c06;19;F;4;2;0;8;Promoção;CAC;5243.7435;3887.43306625256;1356.3104337474392
2024-07-19;Heart;Cosméticos;Norte;Online;14;384.3;0.07;c9d9db15-7efa-4e99-8204-5f8c3a72a669;37;F;3;2;0;1;Fidelidade;Taxa de Retenção;5003.585999999999;4002.84673596774;1000.7392640322596
2024-01-16;Commercial;Cosméticos;Norte;Loja Física;19;163.13;0.27;9dbff93f-bc03-4029-a530-53ae4db1762e;32;M;4;4;0;8;Promoção;CAC;2262.6131;1592.2330897791414;670.3800102208581
2024-01-26;Simply;Livros;Nordeste;Loja Física;18;86.49;0.12;22e7ee59-1414-4ca8-b455-f1f64574a37e;27;F;1;2;0;0;Up-Sell;Taxa de Retenção;1370.0016;1080.315615741688;289.6859842583119
2024-03-28;Some;Brinquedos;Sul;Loja Física;8;329.22;0.26;682e4002-a9f1-4f7c-97ea-0686e5f14395;62;F;6;3;0;0;Fidelidade;Receita por Cliente;1948.9824;1374.987972809665;573.994427190335
2024-02-20;Interview;Cosméticos;Norte;Loja Física;18;175.17;0.29;32e97761-2e97-4c72-b3c7-3944f95c46f7;53;F;1;1;0;3;Recuperação de Devolução;Taxa de Retenção;2238.6726;1609.015627495416;629.656972504584
2024-01-16;Green;Brinquedos;Sudeste;Loja Física;15;220.82;0.11;59f88a69-0466-4d6b-96ba-d500ded1b802;53;F;3;4;0;9;Recuperação de Devolução;Receita por Cliente;2947.947;1850.7606462757717;1097.1863537242282
2024-04-26;Expect;Moda;Norte;Loja Física;4;426.17;0.0;ad982a08-7ad0-4668-a892-d63b89aeb616;26;M;3;4;0;7;Cross-Sell;Receita por Cliente;1704.68;1217.4230640614026;487.2569359385975
2024-01-06;Suggest;Alimentos;Nordeste;Loja Física;11;20.94;0.22;bdc5a588-d0ab-4ea4-815f-47ca204e6817;44;F;9;4;0;8;Fidelidade;Receita por Cliente;179.6652;117.16190540206313;62.503294597936886
2024-10-21;Mind;Eletrônicos;Nordeste;Online;11;399.21;0.15;b86137c3-e5ff-47d4-94e1-53ca45568d6d;69;M;9;1;0;9;Promoção;Receita por Cliente;3732.6135;2444.1514714996724;1288.462028500327
2024-06-23;You;Eletrônicos;Sul;Online;2;462.9;0.27;b0f62b9e-da34-4d17-9e31-e1f9b30cc272;58;F;1;5;0;9;Recuperação de Devolução;Receita por Cliente;675.834;464.1462543754048;211.68774562459515
2024-05-08;Increase;Alimentos;Norte;Loja Física;17;258.06;0.05;99605cd1-cab2-4a0a-877e-2817ddd1b251;63;F;9;5;0;5;Up-Sell;Receita por Cliente;4167.669;3045.5143426431714;1122.1546573568285
2024-03-03;Administration;Brinquedos;Sul;Loja Física;11;80.65;0.07;e4ed458b-010a-43f8-b877-87e2bc8a8038;31;M;8;1;0;6;Cross-Sell;CAC;825.0495000000001;596.8952153014656;228.15428469853447
2024-02-27;Foreign;Cosméticos;Norte;Loja Física;19;204.15;0.14;bd869312-3506-4af5-92eb-e96b24b7d424;43;F;2;4;0;4;Fidelidade;Taxa de Retenção;3335.811;2205.8221358903365;1129.9888641096632
2024-09-11;Nice;Cosméticos;Centro-Oeste;Online;17;83.0;0.04;6b0efd01-00dd-48b3-acea-35a393d5e33b;62;F;7;3;0;6;Recuperação de Devolução;CAC;1354.56;820.5251594022948;534.0348405977052
2024-06-27;Wear;Brinquedos;Norte;Loja Física;3;70.14;0.11;89de7a2c-7c26-4722-a53d-c9ce208d549b;32;F;7;1;0;7;Up-Sell;CAC;187.2738;121.50498608735307;65.76881391264695
2024-05-24;Fight;Brinquedos;Norte;Online;7;482.32;0.0;f317930e-5199-4cf1-80d9-a24e0a833038;66;M;3;4;0;1;Recuperação de Devolução;Taxa de Retenção;3376.24;2331.51725938996;1044.72274061004
2024-07-15;Oil;Livros;Norte;Online;10;158.68;0.24;74e56c68-2ca5-40cb-ab78-a4ee385127f1;31;M;3;4;1;4;Promoção;CAC;1205.968;942.9501000918024;263.0178999081977
2024-05-28;Manager;Brinquedos;Centro-Oeste;Online;3;140.67;0.03;714d85bd-e197-4c14-aa06-9b5b510d115a;24;M;2;2;0;4;Cross-Sell;CAC;409.3497;295.5801898280601;113.76951017193988
2024-07-24;Already;Moda;Sul;Loja Física;13;387.84;0.18;a3289b58-a62f-45c2-b0cc-8eec3b3fd363;61;F;4;1;0;1;Recuperação de Devolução;Receita por Cliente;4134.374400000001;3206.2138998975392;928.1605001024614
2024-07-14;Spring;Moda;Sudeste;Loja Física;10;268.88;0.08;b51e3a7b-acdf-4038-867c-cafabbe74e1b;26;F;6;5;0;3;Promoção;Receita por Cliente;2473.6960000000004;1778.1062620071211;695.5897379928792
2024-01-14;Night;Livros;Centro-Oeste;Online;5;437.77;0.01;7d7a0bfa-598c-4a5c-99b2-b59530519f6a;56;F;6;4;0;0;Up-Sell;CAC;2166.9615;1492.2422543735502;674.7192456264497
2024-08-10;Own;Eletrônicos;Nordeste;Online;5;499.93;0.03;96b09e29-89e4-49df-9a45-a71745ac1564;69;M;3;5;0;1;Recuperação de Devolução;Taxa de Retenção;2424.6605;1614.136166548478;810.5243334515219
2024-02-05;Old;Livros;Centro-Oeste;Loja Física;10;49.34;0.21;49262a13-37c6-4f46-8860-95c2f812b022;32;M;2;5;0;5;Promoção;Receita por Cliente;389.78600000000006;309.49735054044874;80.28864945955132
2024-09-20;Everybody;Moda;Sudeste;Loja Física;11;80.11;0.27;2cd9f51a-10c3-43bd-a478-a3998d682a61;64;F;7;2;0;3;Promoção;CAC;643.2833;447.4998616204248;195.78343837957527
2024-07-20;World;Cosméticos;Nordeste;Loja Física;13;472.12;0.02;970a06dc-f444-4dae-9d21-ae7c60252b8d;46;F;3;2;1;8;Fidelidade;CAC;6014.808800000001;4041.0453082232566;1973.763491776744
2024-10-21;Right;Alimentos;Nordeste;Online;9;113.54;0.08;845414a1-185f-4df3-a6d5-eb2ee891f80c;47;F;6;1;0;9;Up-Sell;CAC;940.1112;734.7398090396637;205.3713909603364
2024-08-21;American;Brinquedos;Sul;Online;2;32.02;0.12;dec8633f-b738-48a4-a373-624bda3f22d1;49;M;2;1;0;0;Promoção;Receita por Cliente;56.3552;42.9636756661428;13.391524333857204
2024-01-30;Lose;Moda;Sul;Online;6;431.58;0.29;24e90316-75f8-4092-aa4f-44cfeafd080b;48;M;5;4;0;5;Promoção;CAC;1838.5308;1319.6016103097688;518.9291896902312
2024-10-17;Indicate;Livros;Sul;Loja Física;8;46.05;0.13;bbca76e0-e56a-47e7-82f8-11266c2c90a7;26;F;4;3;0;7;Promoção;CAC;320.508;228.5904231266765;91.91757687332348
2024-06-14;Set;Brinquedos;Sudeste;Online;1;481.3;0.25;ca92720a-c2e8-4ae2-b1f0-e15089419b16;61;M;4;4;0;2;Promoção;CAC;360.975;252.49122790025487;108.48377209974517
2024-10-20;Call;Moda;Sudeste;Loja Física;2;382.54;0.08;43db0235-1184-48fb-bd33-5a642d79f3f6;20;F;2;5;1;4;Recuperação de Devolução;Taxa de Retenção;703.8736000000001;435.88325052596537;267.9903494740348
2024-03-21;International;Livros;Sudeste;Loja Física;4;208.17;0.14;604c83ca-53b9-4632-b967-522170c43406;33;M;6;1;0;8;Cross-Sell;Receita por Cliente;716.1048;528.1268910817689;187.97790891823104
2024-04-22;Half;Alimentos;Sudeste;Online;19;41.91;0.25;d5475c92-5825-42e1-8d1f-90ad830a2393;46;F;5;1;0;1;Cross-Sell;CAC;597.2175;403.18554004355576;194.0319599564442
2024-07-26;Mission;Moda;Sudeste;Loja Física;19;358.69;0.23;b8d08f28-bc50-4aeb-a3d8-5381dcd29168;52;F;4;1;0;2;Fidelidade;Taxa de Retenção;5247.6347;3166.4461576464428;2081.188542353557
2024-08-20;Approach;Brinquedos;Sul;Loja Física;9;289.22;0.07;c5b0b3c8-2038-48f6-8cb1-2015624aff3d;55;F;4;1;0;6;Cross-Sell;CAC;2420.7714;1803.9858085017408;616.7855914982592
2024-06-11;Against;Livros;Sudeste;Online;19;84.18;0.08;91b92f8b-8a84-4529-b662-f7edb5b85fb3;60;M;8;3;1;6;Cross-Sell;CAC;1471.4664;920.934024827894;550.5323751721061
2024-07-06;Explain;Livros;Nordeste;Online;8;317.4;0.16;4e2e2c6e-08e7-4744-a7f3-c30f26e5e2da;56;M;9;4;0;5;Promoção;Taxa de Retenção;2132.928;1620.1365489970558;512.7914510029441
2024-05-30;Sister;Alimentos;Sul;Loja Física;11;332.08;0.28;c2ebbadc-8428-4344-b194-8be49de0103a;55;F;5;1;0;2;Fidelidade;CAC;2630.0736;1714.5794739150986;915.4941260849012
2024-08-23;Already;Alimentos;Sudeste;Online;19;473.26;0.04;35cb60f2-6a75-4179-bd14-f9d493510969;42;F;4;3;0;4;Promoção;CAC;8632.2624;6191.762332153597;2440.500067846403
2024-08-15;Environmental;Alimentos;Norte;Loja Física;4;234.34;0.23;fd642ae2-6434-4207-b415-14cc77fd7fd1;23;M;3;2;0;7;Cross-Sell;Taxa de Retenção;721.7672;515.3077305680478;206.45946943195224
2024-03-31;Responsibility;Cosméticos;Sudeste;Loja Física;13;261.12;0.22;66f0f769-8909-41ba-98fa-547216752b38;32;M;5;3;0;6;Recuperação de Devolução;CAC;2647.7568;1682.315923648095;965.4408763519052
2024-01-08;Response;Moda;Nordeste;Online;14;455.18;0.26;7770ca8d-ac69-4006-81b8-4ea71f217475;52;F;6;1;0;1;Fidelidade;Receita por Cliente;4715.6648000000005;3243.469475382459;1472.1953246175412
2024-09-12;Party;Cosméticos;Nordeste;Online;1;130.74;0.27;08439ba1-2afd-45c3-a748-4ffbbfd9de84;29;F;4;1;0;2;Promoção;Taxa de Retenção;95.4402;72.89794376066244;22.54225623933756
2024-01-01;Scientist;Eletrônicos;Nordeste;Online;11;139.04;0.27;185aeb98-3d9f-4e80-bba6-857733964543;34;M;5;3;0;2;Recuperação de Devolução;CAC;1116.4912;886.9360809233254;229.5551190766745
2024-10-14;Stand;Brinquedos;Norte;Loja Física;4;465.75;0.27;11d56acf-680f-45e2-a0c3-6cdd9937f592;49;M;5;1;0;9;Up-Sell;Receita por Cliente;1359.99;820.9348672994254;539.0551327005746
2024-03-11;Woman;Moda;Norte;Online;7;192.99;0.29;366e3cca-8c47-4390-941c-c2bce3352f8b;68;F;2;1;0;5;Cross-Sell;CAC;959.1603;603.629154034961;355.53114596503906
2024-04-27;Figure;Moda;Sul;Online;4;388.1;0.1;7de5b4a3-37ef-473e-b2de-c6d586901942;30;F;4;3;1;2;Recuperação de Devolução;Taxa de Retenção;1397.16;1010.8283742799164;386.3316257200837
2024-07-15;Rich;Eletrônicos;Centro-Oeste;Loja Física;7;176.52;0.28;dbf9a793-ecb9-4b39-b103-d90417426bd0;18;F;2;4;0;7;Up-Sell;CAC;889.6608;534.2436424331698;355.41715756683016
2024-08-09;Sound;Livros;Sudeste;Online;3;116.88;0.28;9a924849-2156-4d5e-8361-50061981f0d4;52;M;9;5;0;7;Fidelidade;Receita por Cliente;252.4608;189.74903323859675;62.711766761403226
2024-04-08;Despite;Livros;Sul;Online;19;161.32;0.19;851143e5-93aa-4480-8cdc-538931ffba99;18;F;3;4;0;7;Recuperação de Devolução;CAC;2482.7148;1779.1198354458768;703.5949645541234
2024-05-09;Sound;Cosméticos;Sul;Online;19;258.41;0.2;99cb37c7-6e7f-4ad2-9efb-00b7a397b217;34;F;9;3;1;9;Up-Sell;CAC;3927.832000000001;2885.2789744080665;1042.5530255919343
2024-01-26;Newspaper;Eletrônicos;Nordeste;Online;7;118.67;0.11;e9b74954-a41a-4d31-9d5e-b2d16518020a;22;M;2;1;1;2;Cross-Sell;CAC;739.3141;535.8904789707557;203.4236210292444
2024-07-10;Name;Eletrônicos;Nordeste;Loja Física;12;367.7;0.22;78a9a43b-ccea-421d-ac33-1b9243189f26;54;M;7;4;0;4;Cross-Sell;Receita por Cliente;3441.672;2477.324997683463;964.3470023165368
2024-04-11;Grow;Livros;Norte;Loja Física;1;46.71;0.18;c9e6e630-9a55-4472-a15b-74ada3da4c94;21;F;2;3;0;0;Fidelidade;Receita por Cliente;38.302200000000006;23.76584398805726;14.536356011942749
2024-04-27;Imagine;Eletrônicos;Norte;Online;5;281.12;0.24;faf3d90e-586a-4302-99cd-83d907647513;23;F;2;3;0;3;Promoção;CAC;1068.256;691.2096497200625;377.0463502799373
2024-10-27;They;Alimentos;Sudeste;Online;14;292.56;0.05;b3b9e84e-34b6-4cee-89d4-e1bbc4d3fec2;48;F;2;2;0;6;Fidelidade;CAC;3891.048;2695.653807243166;1195.394192756834
2024-06-07;Enough;Cosméticos;Norte;Loja Física;10;164.68;0.24;3295ba69-f987-4b5e-88df-c975a4fd9204;68;F;5;1;0;1;Fidelidade;Taxa de Retenção;1251.5680000000002;834.6432888548389;416.92471114516127
2024-05-29;Detail;Cosméticos;Nordeste;Loja Física;3;31.79;0.22;ae9e8d03-8498-4111-b71a-239070c742d0;60;F;5;2;0;1;Recuperação de Devolução;Taxa de Retenção;74.38860000000001;56.283315263649484;18.105284736350526
